11041	3	7.100000
11042	5	9.800000
11043	2	6.800000
11044	7	7.000000
11045	4	6.900000
11046	6	8.800000
11047	6	8.100000
11048	5	7.400000
11049	6	9.100000
11050	11	8.300000
11051	7	5.600000
11052	13	8.100000
11053	3	6.200000
11054	9	9.700000
11055	9	7.900000
11056	13	5.700000
11057	12	6.300000
11058	12	8.400000
11059	7	5.300000
11060	11	8.400000
11061	2	6.400000
11062	2	8.600000
11063	12	6.300000
11064	2	9.800000
11065	10	7.200000
11066	8	9.900000
11067	5	6.200000
11068	3	7.800000
11069	8	5.200000
11070	11	6.800000
11071	6	8.500000
11072	5	9.400000
11073	9	7.700000
11074	10	8.400000
11075	2	7.100000
11076	1	5.600000
11077	2	9.800000
11078	4	8.200000
11079	10	7.000000
11080	14	6.000000
11081	5	6.600000
11082	5	7.400000
11083	8	9.500000
11084	2	9.400000
11085	15	9.400000
11086	12	5.800000
11087	10	9.400000
11088	2	8.300000
11089	15	9.100000
11090	9	7.100000
11091	14	7.000000
11092	15	5.200000
11093	5	7.300000
11094	5	6.100000
11095	12	5.900000
11096	8	7.100000
11097	2	7.900000
11098	13	6.400000
11099	10	7.100000
11100	2	5.000000
11101	11	6.000000
11102	12	5.000000
11103	14	9.800000
11104	15	6.500000
11105	13	6.200000
11106	9	9.400000
11107	14	7.400000
11108	8	8.100000
11109	5	6.000000
11110	15	8.000000
11111	14	8.100000
11112	13	5.800000
11113	2	8.500000
11114	8	9.100000
11115	4	6.200000
11116	15	9.100000
11117	10	8.300000
11118	14	7.700000
11119	4	5.800000
11120	10	6.000000
11121	15	9.300000
11122	4	7.500000
11123	15	7.700000
11124	5	5.800000
11125	9	5.900000
11126	15	5.400000
11127	15	5.000000
11128	4	7.600000
11129	6	7.300000
11130	4	5.700000
11131	4	9.900000
11132	11	6.900000
11133	7	6.500000
11134	8	8.400000
11135	8	6.500000
11136	3	7.400000
11137	4	9.400000
11138	7	7.300000
11139	15	5.400000
11140	12	8.500000
11141	10	8.700000
11142	12	5.600000
11143	5	8.600000
11144	14	8.700000
11145	5	7.900000
11146	3	5.300000
11147	4	9.800000
11148	13	7.500000
11149	6	7.100000
11150	15	8.900000
11151	13	5.900000
11152	6	7.300000
11153	11	8.200000
11154	7	5.900000
11155	9	6.100000
11156	13	6.400000
11157	11	9.700000
11158	2	6.300000
11159	13	6.700000
11160	6	6.000000
11161	9	9.200000
11162	13	9.200000
11163	8	9.000000
11164	10	7.700000
11165	7	8.700000
11166	11	8.300000
11167	15	6.400000
11168	6	9.600000
11169	12	6.100000
11170	3	7.600000
11171	11	7.000000
11172	11	6.000000
11173	13	9.900000
11174	1	8.200000
11175	8	7.700000
11176	14	8.800000
11177	13	6.500000
11178	7	6.400000
11179	15	7.500000
11180	3	9.800000
11181	12	9.200000
11182	12	6.500000
11183	5	8.500000
11184	2	8.900000
11185	6	9.900000
11186	9	5.700000
11187	8	5.400000
11188	5	8.800000
11189	5	7.800000
11190	10	8.900000
11191	5	9.400000
11192	2	7.000000
11193	4	8.000000
11194	4	6.400000
11195	5	6.200000
11196	6	5.400000
11197	14	8.400000
11198	3	5.600000
11199	10	5.700000
11200	1	7.200000
11201	4	8.200000
11202	12	8.000000
11203	11	8.300000
11204	2	8.000000
11205	12	7.900000
11206	1	5.100000
11207	4	8.000000
11208	1	6.500000
11209	12	9.100000
11210	10	6.200000
11211	1	8.100000
11212	7	8.200000
11213	14	5.700000
11214	3	8.900000
11215	12	7.000000
11216	11	7.500000
11217	13	7.400000
11218	5	5.600000
11219	5	7.700000
11220	2	9.600000
11221	9	8.100000
11222	15	9.200000
